attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue
30269.0,San Diego Padres,2,7,4,https://www.baseball-reference.com/boxes/PIT/PIT201608090.shtml,"Tuesday, August 9, 2016",,: 3:14,"Night Game, on grass",Pittsburgh Pirates,0,10,6,Start Time: 7:41 p.m. Local, PNC Park
13573.0,Baltimore Orioles,0,3,1,https://www.baseball-reference.com/boxes/OAK/OAK201608090.shtml,"Tuesday, August 9, 2016",,: 2:25,"Night Game, on grass",Oakland Athletics,0,6,2,Start Time: 7:07 p.m. Local, Oakland-Alameda County Coliseum
31884.0,Arizona Diamondbacks,1,8,5,https://www.baseball-reference.com/boxes/NYN/NYN201608090.shtml,"Tuesday, August 9, 2016",,: 3:04,"Night Game, on grass",New York Mets,1,6,3,Start Time: 7:10 p.m. Local, Citi Field
22261.0,Houston Astros,0,12,7,https://www.baseball-reference.com/boxes/MIN/MIN201608090.shtml,"Tuesday, August 9, 2016",,: 3:04,"Night Game, on grass",Minnesota Twins,1,9,5,Start Time: 7:10 p.m. Local, Target Field
20048.0,Atlanta Braves,0,6,2,https://www.baseball-reference.com/boxes/MIL/MIL201608090.shtml,"Tuesday, August 9, 2016",,: 2:53,"Night Game, on grass",Milwaukee Brewers,1,4,1,Start Time: 7:10 p.m. Local, Miller Park
19636.0,San Francisco Giants,0,3,0,https://www.baseball-reference.com/boxes/MIA/MIA201608090.shtml,"Tuesday, August 9, 2016",,: 2:58,"Night Game, on grass",Miami Marlins,1,4,2,Start Time: 7:11 p.m. Local, Marlins Park
42859.0,Philadelphia Phillies,0,9,3,https://www.baseball-reference.com/boxes/LAN/LAN201608090.shtml,"Tuesday, August 9, 2016",,: 3:17,"Night Game, on grass",Los Angeles Dodgers,0,13,9,Start Time: 7:09 p.m. Local, Dodger Stadium
27134.0,Chicago White Sox,1,14,7,https://www.baseball-reference.com/boxes/KCA/KCA201608090.shtml,"Tuesday, August 9, 2016",,: 3:05,"Night Game, on grass",Kansas City Royals,0,10,5,Start Time: 7:16 p.m. Local, Kauffman Stadium
27671.0,Texas Rangers,0,11,7,https://www.baseball-reference.com/boxes/COL/COL201608090.shtml,"Tuesday, August 9, 2016",,: 3:14,"Day Game, on grass",Colorado Rockies,0,11,5,Start Time: 1:10 p.m. Local, Coors Field
41227.0,Los Angeles Angels of Anaheim,1,3,1,https://www.baseball-reference.com/boxes/CHN/CHN201608090.shtml,"Tuesday, August 9, 2016",,: 2:22,"Night Game, on grass",Chicago Cubs,0,8,5,Start Time: 7:06 p.m. Local, Wrigley Field
43812.0,Tampa Bay Rays,0,9,5,https://www.baseball-reference.com/boxes/TOR/TOR201608080.shtml,"Monday, August 8, 2016",,: 3:13,"Night Game, on turf",Toronto Blue Jays,0,12,7,Start Time: 7:08 p.m. Local, Rogers Centre
40616.0,Cincinnati Reds,1,8,4,https://www.baseball-reference.com/boxes/SLN/SLN201608080.shtml,"Monday, August 8, 2016",,: 3:10,"Night Game, on grass",St. Louis Cardinals,0,9,5,Start Time: 7:14 p.m. Local, Busch Stadium III
20002.0,Detroit Tigers,0,5,0,https://www.baseball-reference.com/boxes/SEA/SEA201608080.shtml,"Monday, August 8, 2016",,: 2:30,"Night Game, on grass",Seattle Mariners,0,7,3,Start Time: 7:10 p.m. Local, Safeco Field
10407.0,Baltimore Orioles,0,7,2,https://www.baseball-reference.com/boxes/OAK/OAK201608080.shtml,"Monday, August 8, 2016",,: 2:29,"Night Game, on grass",Oakland Athletics,0,7,3,Start Time: 7:07 p.m. Local, Oakland-Alameda County Coliseum
20978.0,Houston Astros,1,4,1,https://www.baseball-reference.com/boxes/MIN/MIN201608080.shtml,"Monday, August 8, 2016",,: 2:18,"Night Game, on grass",Minnesota Twins,0,11,3,Start Time: 7:10 p.m. Local, Target Field
20976.0,Atlanta Braves,0,10,4,https://www.baseball-reference.com/boxes/MIL/MIL201608080.shtml,"Monday, August 8, 2016",,: 3:31,"Night Game, on grass",Milwaukee Brewers,1,8,3,Start Time: 6:20 p.m. Local, Miller Park
22806.0,San Francisco Giants,0,18,8,https://www.baseball-reference.com/boxes/MIA/MIA201608080.shtml,"Monday, August 8, 2016",,: 5:34,"Night Game, on grass",Miami Marlins,1,13,7,Start Time: 7:11 p.m. Local, Marlins Park
48370.0,Philadelphia Phillies,0,8,4,https://www.baseball-reference.com/boxes/LAN/LAN201608080.shtml,"Monday, August 8, 2016",,: 2:50,"Night Game, on grass",Los Angeles Dodgers,1,11,9,Start Time: 7:10 p.m. Local, Dodger Stadium
31768.0,Texas Rangers,0,6,4,https://www.baseball-reference.com/boxes/COL/COL201608080.shtml,"Monday, August 8, 2016",,: 3:04,"Night Game, on grass",Colorado Rockies,0,8,3,Start Time: 6:40 p.m. Local, Coors Field
32790.0,San Francisco Giants,0,5,0,https://www.baseball-reference.com/boxes/WAS/WAS201608070.shtml,"Sunday, August 7, 2016",,: 2:43,"Day Game, on grass",Washington Nationals,1,2,1,Start Time: 1:39 p.m. Local, Nationals Park
12649.0,Minnesota Twins,0,12,6,https://www.baseball-reference.com/boxes/TBA/TBA201608070.shtml,"Sunday, August 7, 2016",,: 3:29,"Day Game, on turf",Tampa Bay Rays,2,8,3,Start Time: 1:10 p.m. Local, Tropicana Field
42960.0,Atlanta Braves,1,11,6,https://www.baseball-reference.com/boxes/SLN/SLN201608070.shtml,"Sunday, August 7, 2016",,: 2:57,"Day Game, on grass",St. Louis Cardinals,0,9,3,Start Time: 1:16 p.m. Local, Busch Stadium III
44812.0,Los Angeles Angels of Anaheim,0,5,1,https://www.baseball-reference.com/boxes/SEA/SEA201608070.shtml,"Sunday, August 7, 2016",,: 2:31,"Day Game, on grass",Seattle Mariners,1,7,3,Start Time: 1:10 p.m. Local, Safeco Field
32710.0,Philadelphia Phillies,1,14,6,https://www.baseball-reference.com/boxes/SDN/SDN201608070.shtml,"Sunday, August 7, 2016",,: 3:13,"Day Game, on grass",San Diego Padres,3,5,5,Start Time: 1:41 p.m. Local, Petco Park
32947.0,Cincinnati Reds,0,8,7,https://www.baseball-reference.com/boxes/PIT/PIT201608070.shtml,"Sunday, August 7, 2016",,: 3:17,"Day Game, on grass",Pittsburgh Pirates,2,6,3,Start Time: 1:35 p.m. Local, PNC Park
23450.0,Chicago Cubs,0,10,3,https://www.baseball-reference.com/boxes/OAK/OAK201608070.shtml,"Sunday, August 7, 2016",,: 2:53,"Day Game, on grass",Oakland Athletics,0,4,1,Start Time: 1:06 p.m. Local, Oakland-Alameda County Coliseum
39720.0,Cleveland Indians,0,8,2,https://www.baseball-reference.com/boxes/NYA/NYA201608070.shtml,"Sunday, August 7, 2016",,: 2:55,"Day Game, on grass",New York Yankees,3,5,3,Start Time: 1:09 p.m. Local, Yankee Stadium III
50640.0,Boston Red Sox,3,6,5,https://www.baseball-reference.com/boxes/LAN/LAN201608070.shtml,"Sunday, August 7, 2016",,: 3:23,"Day Game, on grass",Los Angeles Dodgers,0,9,8,Start Time: 4:10 p.m. Local, Dodger Stadium
25830.0,Toronto Blue Jays,2,6,1,https://www.baseball-reference.com/boxes/KCA/KCA201608070.shtml,"Sunday, August 7, 2016",,: 2:39,"Day Game, on grass",Kansas City Royals,0,11,7,Start Time: 1:16 p.m. Local, Kauffman Stadium
33909.0,Texas Rangers,0,15,5,https://www.baseball-reference.com/boxes/HOU/HOU201608070.shtml,"Sunday, August 7, 2016",,: 3:57,"Day Game, on grass",Houston Astros,1,11,3,Start Time: 1:11 p.m. Local, Minute Maid Park
32074.0,New York Mets,2,5,3,https://www.baseball-reference.com/boxes/DET/DET201608070.shtml,"Sunday, August 7, 2016",,: 2:50,"Day Game, on grass",Detroit Tigers,0,11,1,Start Time: 1:10 p.m. Local, Comerica Park
40875.0,Miami Marlins,0,17,10,https://www.baseball-reference.com/boxes/COL/COL201608070.shtml,"Sunday, August 7, 2016",,: 3:29,"Day Game, on grass",Colorado Rockies,2,9,7,Start Time: 2:11 p.m. Local, Coors Field
31040.0,Baltimore Orioles,0,12,10,https://www.baseball-reference.com/boxes/CHA/CHA201608070.shtml,"Sunday, August 7, 2016",,: 2:53,"Day Game, on grass",Chicago White Sox,0,4,2,Start Time: 1:10 p.m. Local, U.S. Cellular Field
24021.0,Milwaukee Brewers,3,5,3,https://www.baseball-reference.com/boxes/ARI/ARI201608070.shtml,"Sunday, August 7, 2016",,: 3:31,"Day Game, on grass",Arizona Diamondbacks,1,12,9,Start Time: 1:11 p.m. Local, Chase Field
36404.0,San Francisco Giants,0,14,7,https://www.baseball-reference.com/boxes/WAS/WAS201608060.shtml,"Saturday, August 6, 2016",,: 3:29,"Night Game, on grass",Washington Nationals,0,8,1,Start Time: 7:06 p.m. Local, Nationals Park
15603.0,Minnesota Twins,2,7,3,https://www.baseball-reference.com/boxes/TBA/TBA201608060.shtml,"Saturday, August 6, 2016",,: 3:09,"Night Game, on turf",Tampa Bay Rays,1,10,7,Start Time: 6:10 p.m. Local, Tropicana Field
45468.0,Atlanta Braves,0,15,13,https://www.baseball-reference.com/boxes/SLN/SLN201608060.shtml,"Saturday, August 6, 2016",,: 3:21,"Night Game, on grass",St. Louis Cardinals,2,11,5,Start Time: 6:15 p.m. Local, Busch Stadium III
45618.0,Los Angeles Angels of Anaheim,1,10,6,https://www.baseball-reference.com/boxes/SEA/SEA201608060.shtml,"Saturday, August 6, 2016",,: 3:01,"Night Game, on grass",Seattle Mariners,0,10,8,Start Time: 6:41 p.m. Local, Safeco Field
37453.0,Philadelphia Phillies,0,9,7,https://www.baseball-reference.com/boxes/SDN/SDN201608060.shtml,"Saturday, August 6, 2016",,: 3:17,"Night Game, on grass",San Diego Padres,3,14,9,Start Time: 5:45 p.m. Local, Petco Park
34259.0,Cincinnati Reds,1,7,3,https://www.baseball-reference.com/boxes/PIT/PIT201608060.shtml,"Saturday, August 6, 2016",,: 2:38,"Night Game, on grass",Pittsburgh Pirates,0,9,5,Start Time: 7:06 p.m. Local, PNC Park
32358.0,Chicago Cubs,0,8,4,https://www.baseball-reference.com/boxes/OAK/OAK201608060.shtml,"Saturday, August 6, 2016",,: 2:56,"Day Game, on grass",Oakland Athletics,1,4,0,Start Time: 1:07 p.m. Local, Oakland-Alameda County Coliseum
37264.0,Cleveland Indians,0,10,5,https://www.baseball-reference.com/boxes/NYA/NYA201608060.shtml,"Saturday, August 6, 2016",,: 2:59,"Day Game, on grass",New York Yankees,0,6,2,Start Time: 1:08 p.m. Local, Yankee Stadium III
47696.0,Boston Red Sox,0,5,0,https://www.baseball-reference.com/boxes/LAN/LAN201608060.shtml,"Saturday, August 6, 2016",,: 2:54,"Day Game, on grass",Los Angeles Dodgers,0,11,3,Start Time: 1:05 p.m. Local, Dodger Stadium
25182.0,Chicago Cubs,0,11,7,https://www.baseball-reference.com/boxes/OAK/OAK201608050.shtml,"Friday, August 5, 2016",,: 2:56,"Night Game, on grass",Oakland Athletics,0,6,2,Start Time: 7:09 p.m. Local, Oakland-Alameda County Coliseum
39252.0,Cleveland Indians,0,11,7,https://www.baseball-reference.com/boxes/NYA/NYA201608050.shtml,"Friday, August 5, 2016",,: 3:39,"Night Game, on grass",New York Yankees,0,16,13,Start Time: 7:08 p.m. Local, Yankee Stadium III
52728.0,Boston Red Sox,0,10,9,https://www.baseball-reference.com/boxes/LAN/LAN201608050.shtml,"Friday, August 5, 2016",,: 2:49,"Night Game, on grass",Los Angeles Dodgers,2,3,0,Start Time: 7:11 p.m. Local, Dodger Stadium
31831.0,Toronto Blue Jays,2,8,4,https://www.baseball-reference.com/boxes/KCA/KCA201608050.shtml,"Friday, August 5, 2016",,: 2:40,"Night Game, on grass",Kansas City Royals,0,8,3,Start Time: 7:15 p.m. Local, Kauffman Stadium
32820.0,Texas Rangers,1,3,0,https://www.baseball-reference.com/boxes/HOU/HOU201608050.shtml,"Friday, August 5, 2016",,: 2:14,"Night Game, on grass",Houston Astros,0,9,5,Start Time: 7:10 p.m. Local, Minute Maid Park
33032.0,New York Mets,0,5,3,https://www.baseball-reference.com/boxes/DET/DET201608050.shtml,"Friday, August 5, 2016",,: 2:55,"Night Game, on grass",Detroit Tigers,0,8,4,Start Time: 7:10 p.m. Local, Comerica Park
27888.0,Miami Marlins,1,8,5,https://www.baseball-reference.com/boxes/COL/COL201608050.shtml,"Friday, August 5, 2016",,: 3:24,"Night Game, on grass",Colorado Rockies,2,11,3,Start Time: 6:40 p.m. Local, Coors Field
26553.0,Baltimore Orioles,4,16,7,https://www.baseball-reference.com/boxes/CHA/CHA201608050.shtml,"Friday, August 5, 2016",,: 3:19,"Night Game, on grass",Chicago White Sox,1,10,5,Start Time: 7:11 p.m. Local, U.S. Cellular Field
20008.0,Milwaukee Brewers,1,6,2,https://www.baseball-reference.com/boxes/ARI/ARI201608050.shtml,"Friday, August 5, 2016",,: 3:54,"Night Game, on grass",Arizona Diamondbacks,2,7,3,Start Time: 6:40 p.m. Local, Chase Field
13120.0,Kansas City Royals,1,9,2,https://www.baseball-reference.com/boxes/TBA/TBA201608040.shtml,"Thursday, August 4, 2016",,: 2:42,"Day Game, on turf",Tampa Bay Rays,0,4,3,Start Time: 12:11 p.m. Local, Tropicana Field
33369.0,Boston Red Sox,0,13,3,https://www.baseball-reference.com/boxes/SEA/SEA201608040.shtml,"Thursday, August 4, 2016",,: 3:47,"Night Game, on grass",Seattle Mariners,0,6,2,Start Time: 7:10 p.m. Local, Safeco Field
30229.0,San Francisco Giants,0,8,3,https://www.baseball-reference.com/boxes/PHI/PHI201608040.shtml,"Thursday, August 4, 2016",,: 3:30,"Day Game, on grass",Philadelphia Phillies,0,4,2,Start Time: 1:08 p.m. Local, Citizens Bank Park
48153.0,New York Mets,0,6,4,https://www.baseball-reference.com/boxes/NYA/NYA201608040.shtml,"Thursday, August 4, 2016",,: 2:46,"Night Game, on grass",New York Yankees,0,9,1,Start Time: 7:08 p.m. Local, Yankee Stadium III
23190.0,Toronto Blue Jays,0,8,4,https://www.baseball-reference.com/boxes/HOU/HOU201608040.shtml,"Thursday, August 4, 2016",,: 2:41,"Night Game, on grass",Houston Astros,0,5,1,Start Time: 7:10 p.m. Local, Minute Maid Park
33023.0,Chicago White Sox,0,10,6,https://www.baseball-reference.com/boxes/DET/DET201608040.shtml,"Thursday, August 4, 2016",,: 2:50,"Day Game, on grass",Detroit Tigers,0,9,3,Start Time: 1:10 p.m. Local, Comerica Park
31117.0,Los Angeles Dodgers,0,11,4,https://www.baseball-reference.com/boxes/COL/COL201608040.shtml,"Thursday, August 4, 2016",,: 3:08,"Night Game, on grass",Colorado Rockies,1,5,2,Start Time: 6:41 p.m. Local, Coors Field
19193.0,Minnesota Twins,1,7,2,https://www.baseball-reference.com/boxes/CLE/CLE201608040.shtml,"Thursday, August 4, 2016",,: 3:16,"Day Game, on grass",Cleveland Indians,0,11,9,Start Time: 12:10 p.m. Local, Progressive Field
21119.0,St. Louis Cardinals,0,5,0,https://www.baseball-reference.com/boxes/CIN/CIN201608040.shtml,"Thursday, August 4, 2016",,: 2:33,"Day Game, on grass",Cincinnati Reds,0,11,7,Start Time: 12:37 p.m. Local, Great American Ball Park
28762.0,Texas Rangers,0,11,5,https://www.baseball-reference.com/boxes/BAL/BAL201608040.shtml,"Thursday, August 4, 2016",,: 2:26,"Night Game, on grass",Baltimore Orioles,0,9,3,Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
20527.0,Pittsburgh Pirates,2,5,2,https://www.baseball-reference.com/boxes/ATL/ATL201608040.shtml,"Thursday, August 4, 2016",,: 2:55,"Night Game, on grass",Atlanta Braves,2,6,5,Start Time: 8:26 p.m. Local, Turner Field
34196.0,Oakland Athletics,1,11,8,https://www.baseball-reference.com/boxes/ANA/ANA201608040.shtml,"Thursday, August 4, 2016",,: 3:54,"Day Game, on grass",Los Angeles Angels of Anaheim,0,14,6,Start Time: 4:07 p.m. Local, Angel Stadium of Anaheim
11149.0,Kansas City Royals,3,2,0,https://www.baseball-reference.com/boxes/TBA/TBA201608030.shtml,"Wednesday, August 3, 2016",,: 2:59,"Night Game, on turf",Tampa Bay Rays,0,14,12,Start Time: 7:10 p.m. Local, Tropicana Field
24494.0,Boston Red Sox,0,7,1,https://www.baseball-reference.com/boxes/SEA/SEA201608030.shtml,"Wednesday, August 3, 2016",,: 2:16,"Night Game, on grass",Seattle Mariners,0,4,3,Start Time: 7:11 p.m. Local, Safeco Field
24124.0,Milwaukee Brewers,2,9,3,https://www.baseball-reference.com/boxes/SDN/SDN201608030.shtml,"Wednesday, August 3, 2016",,: 3:02,"Day Game, on grass",San Diego Padres,0,14,12,Start Time: 12:43 p.m. Local, Petco Park
23162.0,San Francisco Giants,1,10,4,https://www.baseball-reference.com/boxes/PHI/PHI201608030.shtml,"Wednesday, August 3, 2016",,: 4:03,"Night Game, on grass",Philadelphia Phillies,0,9,5,Start Time: 7:07 p.m. Local, Citizens Bank Park
48339.0,New York Mets,1,10,5,https://www.baseball-reference.com/boxes/NYA/NYA201608030.shtml,"Wednesday, August 3, 2016",,: 3:02,"Night Game, on grass",New York Yankees,2,9,9,Start Time: 7:08 p.m. Local, Yankee Stadium III
29399.0,Toronto Blue Jays,2,7,3,https://www.baseball-reference.com/boxes/HOU/HOU201608030.shtml,"Wednesday, August 3, 2016",,: 2:31,"Night Game, on grass",Houston Astros,1,5,1,Start Time: 7:11 p.m. Local, Minute Maid Park
32526.0,Chicago White Sox,1,6,1,https://www.baseball-reference.com/boxes/DET/DET201608030.shtml,"Wednesday, August 3, 2016",,: 2:35,"Night Game, on grass",Detroit Tigers,1,6,2,Start Time: 7:10 p.m. Local, Comerica Park
28682.0,Los Angeles Dodgers,0,6,2,https://www.baseball-reference.com/boxes/COL/COL201608030.shtml,"Wednesday, August 3, 2016",,: 2:31,"Night Game, on grass",Colorado Rockies,0,17,12,Start Time: 6:40 p.m. Local, Coors Field
17176.0,Minnesota Twins,0,15,13,https://www.baseball-reference.com/boxes/CLE/CLE201608030.shtml,"Wednesday, August 3, 2016",,: 3:23,"Night Game, on grass",Cleveland Indians,1,8,5,Start Time: 7:10 p.m. Local, Progressive Field
20771.0,St. Louis Cardinals,0,9,5,https://www.baseball-reference.com/boxes/CIN/CIN201608030.shtml,"Wednesday, August 3, 2016",,: 2:59,"Night Game, on grass",Cincinnati Reds,0,10,4,Start Time: 7:10 p.m. Local, Great American Ball Park
41147.0,Miami Marlins,1,11,4,https://www.baseball-reference.com/boxes/CHN/CHN201608030.shtml,"Wednesday, August 3, 2016",,: 3:19,"Day Game, on grass",Chicago Cubs,0,9,5,Start Time: 1:20 p.m. Local, Wrigley Field
24552.0,Texas Rangers,0,7,2,https://www.baseball-reference.com/boxes/BAL/BAL201608030.shtml,"Wednesday, August 3, 2016",,: 2:26,"Night Game, on grass",Baltimore Orioles,0,4,3,Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
19281.0,Pittsburgh Pirates,0,4,4,https://www.baseball-reference.com/boxes/ATL/ATL201608030.shtml,"Wednesday, August 3, 2016",,: 3:25,"Night Game, on grass",Atlanta Braves,0,15,8,Start Time: 7:11 p.m. Local, Turner Field
17086.0,Washington Nationals,0,14,8,https://www.baseball-reference.com/boxes/ARI/ARI201608030.shtml,"Wednesday, August 3, 2016",,: 2:59,"Day Game, on grass",Arizona Diamondbacks,0,5,3,Start Time: 12:40 p.m. Local, Chase Field
37306.0,Oakland Athletics,2,13,6,https://www.baseball-reference.com/boxes/ANA/ANA201608030.shtml,"Wednesday, August 3, 2016",,: 3:15,"Night Game, on grass",Los Angeles Angels of Anaheim,1,12,8,Start Time: 7:08 p.m. Local, Angel Stadium of Anaheim
12625.0,Kansas City Royals,2,9,3,https://www.baseball-reference.com/boxes/TBA/TBA201608020.shtml,"Tuesday, August 2, 2016",,: 3:04,"Night Game, on turf",Tampa Bay Rays,0,9,2,Start Time: 7:10 p.m. Local, Tropicana Field
25240.0,Boston Red Sox,0,6,4,https://www.baseball-reference.com/boxes/SEA/SEA201608020.shtml,"Tuesday, August 2, 2016",,: 2:30,"Night Game, on grass",Seattle Mariners,0,8,5,Start Time: 7:10 p.m. Local, Safeco Field
26152.0,Milwaukee Brewers,0,11,3,https://www.baseball-reference.com/boxes/SDN/SDN201608020.shtml,"Tuesday, August 2, 2016",,: 3:00,"Night Game, on grass",San Diego Padres,0,6,2,Start Time: 7:09 p.m. Local, Petco Park
23351.0,San Francisco Giants,1,10,8,https://www.baseball-reference.com/boxes/PHI/PHI201608020.shtml,"Tuesday, August 2, 2016",,: 3:16,"Night Game, on grass",Philadelphia Phillies,1,15,13,Start Time: 7:07 p.m. Local, Citizens Bank Park
42819.0,New York Yankees,2,6,1,https://www.baseball-reference.com/boxes/NYN/NYN201608020.shtml,"Tuesday, August 2, 2016",,: 2:39,"Night Game, on grass",New York Mets,0,10,7,Start Time: 7:11 p.m. Local, Citi Field
24399.0,Toronto Blue Jays,0,8,2,https://www.baseball-reference.com/boxes/HOU/HOU201608020.shtml,"Tuesday, August 2, 2016",,: 2:40,"Night Game, on grass",Houston Astros,0,7,1,Start Time: 7:11 p.m. Local, Minute Maid Park
30316.0,Chicago White Sox,0,11,5,https://www.baseball-reference.com/boxes/DET/DET201608020.shtml,"Tuesday, August 2, 2016",,: 3:07,"Night Game, on grass",Detroit Tigers,0,13,11,Start Time: 7:10 p.m. Local, Comerica Park
32607.0,Los Angeles Dodgers,1,5,3,https://www.baseball-reference.com/boxes/COL/COL201608020.shtml,"Tuesday, August 2, 2016",,: 3:28,"Night Game, on grass",Colorado Rockies,0,11,7,Start Time: 6:41 p.m. Local, Coors Field
15835.0,Minnesota Twins,0,14,10,https://www.baseball-reference.com/boxes/CLE/CLE201608020.shtml,"Tuesday, August 2, 2016",,: 3:33,"Night Game, on grass",Cleveland Indians,0,13,6,Start Time: 7:10 p.m. Local, Progressive Field
25270.0,St. Louis Cardinals,1,10,5,https://www.baseball-reference.com/boxes/CIN/CIN201608020.shtml,"Tuesday, August 2, 2016",,: 3:22,"Night Game, on grass",Cincinnati Reds,0,12,7,Start Time: 7:10 p.m. Local, Great American Ball Park
22230.0,Texas Rangers,0,3,1,https://www.baseball-reference.com/boxes/BAL/BAL201608020.shtml,"Tuesday, August 2, 2016",,: 2:43,"Night Game, on grass",Baltimore Orioles,0,9,5,Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
20633.0,Pittsburgh Pirates,1,5,5,https://www.baseball-reference.com/boxes/ATL/ATL201608020.shtml,"Tuesday, August 2, 2016",,: 3:20,"Night Game, on grass",Atlanta Braves,0,9,3,Start Time: 7:11 p.m. Local, Turner Field
19919.0,Washington Nationals,1,15,10,https://www.baseball-reference.com/boxes/ARI/ARI201608020.shtml,"Tuesday, August 2, 2016",,: 3:18,"Night Game, on grass",Arizona Diamondbacks,1,11,4,Start Time: 6:40 p.m. Local, Chase Field
36052.0,Oakland Athletics,2,9,4,https://www.baseball-reference.com/boxes/ANA/ANA201608020.shtml,"Tuesday, August 2, 2016",,: 2:45,"Night Game, on grass",Los Angeles Angels of Anaheim,0,7,5,Start Time: 7:09 p.m. Local, Angel Stadium of Anaheim
13976.0,Kansas City Royals,1,9,3,https://www.baseball-reference.com/boxes/TBA/TBA201608010.shtml,"Monday, August 1, 2016",,: 2:37,"Night Game, on turf",Tampa Bay Rays,0,1,0,Start Time: 7:10 p.m. Local, Tropicana Field
29601.0,Boston Red Sox,0,5,2,https://www.baseball-reference.com/boxes/SEA/SEA201608010.shtml,"Monday, August 1, 2016",,: 2:42,"Night Game, on grass",Seattle Mariners,0,4,1,Start Time: 7:10 p.m. Local, Safeco Field
24009.0,Milwaukee Brewers,1,6,3,https://www.baseball-reference.com/boxes/SDN/SDN201608010.shtml,"Monday, August 1, 2016",,: 3:46,"Night Game, on grass",San Diego Padres,0,10,7,Start Time: 7:10 p.m. Local, Petco Park
42125.0,New York Yankees,0,7,6,https://www.baseball-reference.com/boxes/NYN/NYN201608010.shtml,"Monday, August 1, 2016",,: 3:47,"Night Game, on grass",New York Mets,1,11,5,Start Time: 7:11 p.m. Local, Citi Field
20623.0,Toronto Blue Jays,1,6,1,https://www.baseball-reference.com/boxes/HOU/HOU201608010.shtml,"Monday, August 1, 2016",,: 4:05,"Night Game, on grass",Houston Astros,0,7,2,Start Time: 7:10 p.m. Local, Minute Maid Park
15018.0,Minnesota Twins,0,19,12,https://www.baseball-reference.com/boxes/CLE/CLE201608010.shtml,"Monday, August 1, 2016",,: 3:12,"Night Game, on grass",Cleveland Indians,0,7,5,Start Time: 7:10 p.m. Local, Progressive Field
40937.0,Miami Marlins,0,7,0,https://www.baseball-reference.com/boxes/CHN/CHN201608010.shtml,"Monday, August 1, 2016",,: 2:47,"Night Game, on grass",Chicago Cubs,1,10,5,Start Time: 7:06 p.m. Local, Wrigley Field
17518.0,Washington Nationals,0,19,14,https://www.baseball-reference.com/boxes/ARI/ARI201608010.shtml,"Monday, August 1, 2016",,: 3:23,"Night Game, on grass",Arizona Diamondbacks,1,5,1,Start Time: 6:40 p.m. Local, Chase Field
46792.0,Baltimore Orioles,0,8,6,https://www.baseball-reference.com/boxes/TOR/TOR201607310.shtml,"Sunday, July 31, 2016",,: 3:47,"Day Game, on turf",Toronto Blue Jays,0,6,2,Start Time: 1:08 p.m. Local, Rogers Centre
32806.0,Kansas City Royals,0,4,3,https://www.baseball-reference.com/boxes/TEX/TEX201607310.shtml,"Sunday, July 31, 2016",,: 2:22,"Day Game, on grass",Texas Rangers,1,9,5,Start Time: 2:06 p.m. Local, Globe Life Park in Arlington
18109.0,New York Yankees,0,9,3,https://www.baseball-reference.com/boxes/TBA/TBA201607310.shtml,"Sunday, July 31, 2016",,: 3:01,"Day Game, on turf",Tampa Bay Rays,1,6,5,Start Time: 1:10 p.m. Local, Tropicana Field
41795.0,Washington Nationals,2,3,1,https://www.baseball-reference.com/boxes/SFN/SFN201607310.shtml,"Sunday, July 31, 2016",,: 3:12,"Day Game, on grass",San Francisco Giants,0,10,3,Start Time: 1:05 p.m. Local, AT&T Park
27436.0,Cincinnati Reds,0,9,3,https://www.baseball-reference.com/boxes/SDN/SDN201607310.shtml,"Sunday, July 31, 2016",,: 3:09,"Day Game, on grass",San Diego Padres,0,5,2,Start Time: 1:42 p.m. Local, Petco Park
36279.0,Colorado Rockies,0,8,4,https://www.baseball-reference.com/boxes/NYN/NYN201607310.shtml,"Sunday, July 31, 2016",,: 3:06,"Day Game, on grass",New York Mets,1,6,6,Start Time: 1:48 p.m. Local, Citi Field
29670.0,Chicago White Sox,0,9,4,https://www.baseball-reference.com/boxes/MIN/MIN201607310.shtml,"Sunday, July 31, 2016",,: 2:39,"Day Game, on grass",Minnesota Twins,4,9,6,Start Time: 1:12 p.m. Local, Target Field
32405.0,Pittsburgh Pirates,1,5,2,https://www.baseball-reference.com/boxes/MIL/MIL201607310.shtml,"Sunday, July 31, 2016",,: 3:04,"Day Game, on grass",Milwaukee Brewers,1,8,4,Start Time: 1:11 p.m. Local, Miller Park
23666.0,St. Louis Cardinals,1,6,4,https://www.baseball-reference.com/boxes/MIA/MIA201607310.shtml,"Sunday, July 31, 2016",,: 2:42,"Day Game, on grass",Miami Marlins,2,9,5,Start Time: 1:10 p.m. Local, Marlins Park
42380.0,Arizona Diamondbacks,2,3,3,https://www.baseball-reference.com/boxes/LAN/LAN201607310.shtml,"Sunday, July 31, 2016",,: 3:43,"Day Game, on grass",Los Angeles Dodgers,2,17,14,Start Time: 1:10 p.m. Local, Dodger Stadium
31043.0,Houston Astros,0,7,0,https://www.baseball-reference.com/boxes/DET/DET201607310.shtml,"Sunday, July 31, 2016",,: 2:59,"Day Game, on grass",Detroit Tigers,0,10,11,Start Time: 1:10 p.m. Local, Comerica Park
